sentence,offsets,correction,old_type,new_type,comment
"Also the introduction of different cultural experiences is a good idea but six countries ca n't be really considered as world wide representative .
",20 23,,R:OTHER,,
"Just a final note : why not more plays and films for the next year ?
",11 13,,U:OTHER,,
"- emprove your kindness and ask for works in restaurants or pubs , is a good training period for real life too ( be patient with demanding people is always required )
",12 13,,R:OTHER,,
"Anyway , the best suggestion is always the ôbest ideaö , the famous ôsuch a good ideaö that might change your lifeà . O'm still looking for it .
",23 24,,R:OTHER,,
"Firstly , I would like to start my journey on the second week of July because I will have a 3 weeks holiday in July . I could not travel in June and May because I will have my standard grade exam during these two months .
",20 22,,R:OTHER,,
"Lastly , I would like to know what the weather in California likes and which type of clothes I have to bring .
",12 13,,R:OTHER,,
"Your sincerely
",0 1,,R:OTHER,,
"As you know I had a wonderful experience in last month so I am writing to tell you .
",18 18,,M:OTHER,,
"Your faithfully
",0 1,,R:OTHER,,
"This is the arrangement that we fouded with the other students and everyone had agree .
",13 15,,R:OTHER,,
"Your Faithfull ,
",0 1,,R:OTHER,,
"Your Faithfull ,
",1 2,,R:OTHER,,
"We were a poor family , living in one room for five persons .
",6 13,,R:OTHER,,
"We haven't enough money to buy food , new clothes and the worse was that my youngerst brother was terribly ill , and without money we could n't bring him up to a doctor .
",1 2,,R:OTHER,,
"So , a day I decided to steal the bank .
",2 3,,R:OTHER,,
"A few days before , I had founded a little window at the back of the building , so I entered by this way and by chance I just arrived in the monney 's room .
",32 35,,R:OTHER,,
"You said that I will have the chance to do two activities , sou I choose swimming and sailing .
",13 14,,R:OTHER,,
"When I was young I had been swimm in many competition .
",5 8,,R:OTHER,,
"My live record is 27.66 for fivety meters . I would like to ask you about weather at California 's Julay .
",1 3,,R:OTHER,,
"Are there any discoteks or something I would like to know if my wife can come with me , becouse withou't she I ca n't be there .
",20 21,,R:OTHER,,
"There is about two thousands students at my school .
",4 5,,R:OTHER,,
"I 'm not playing basketball well , but my friends do .
",1 4,,R:OTHER,,
"I do n't like biology , sow I sleept on the desk in a class - room .
",6 7,,R:OTHER,,
"I do n't like biology , sow I sleept on the desk in a class - room .
",14 17,,R:OTHER,,
"There schould be an intereview witch students and with profesons .
",5 6,,R:OTHER,,
"We must knou haue to use a gun , or have to drive a tank .
",3 4,,R:OTHER,,
"We must knou haue to use a gun , or have to drive a tank .
",10 11,,R:OTHER,,
"It takes me less than a minute to get in touch with my friend Nigel living in Australia - thousand kilometres ' from me .
",19 20,,R:OTHER,,
"Scientists continue researches into new technologies , such as lasers , digital technology , gene engineering .
",14 15,,R:OTHER,,
"The show should have started t 19.30 .
",5 6,,R:OTHER,,
"I think the people who came there should be paid back .
",9 11,,R:OTHER,,
"There are a few questions which I have wondered .
",8 9,,R:OTHER,,
"I am appreciated you for offering a well - organised programme , especially , the London fashion and leisure show which is difficult for us to take part in .
",2 3,,R:OTHER,,
"I hope to see you soon , I ca n't wait to show it .
",14 14,,M:OTHER,,
"Each time , when she comes back to the room , she asked for something to drink , just a diet coke , because she 's always looking after her weight .
",2 4,,U:OTHER,,
"At the end , she took the time to say good by to all of the people helping her .
",10 12,,R:OTHER,,
"In order , to prepare this report I visited in many occasions the classrooms and talked to the students and teachers .
",9 14,,R:OTHER,,
"Secondly , I suppose the show will start at 19:30 , but it started t 20:15 .
",14 15,,R:OTHER,,
"It caused me missed the train and I went back to the hotel nearly in the mid - night .
",13 13,,M:OTHER,,
"It caused me missed the train and I went back to the hotel nearly in the mid - night .
",14 16,,U:OTHER,,
"It caused me missed the train and I went back to the hotel nearly in the mid - night .
",16 19,,R:OTHER,,
"Your faithfully ,
",0 1,,R:OTHER,,
"At last , I decided to go to the other school and I will not tell any secrect to the others .
",0 2,,R:OTHER,,
"At last , I decided to go to the other school and I will not tell any secrect to the others .
",8 10,,R:OTHER,,
"At last , I decided to go to the other school and I will not tell any secrect to the others .
",19 21,,R:OTHER,,
"Also , I prefer sleeping in a tent than in a long cabin because it is easier to clean .
",11 12,,R:OTHER,,
"There is a well equipated gym where students of all ages can practise any kind of sport in their free time .
",4 5,,R:OTHER,,
"This is an extra activity where you can take part in a play .
",4 4,,M:OTHER,,
"You can sing , act or just help with the backstage .
",8 10,,U:OTHER,,
"It was always my dream to spend two weeks at Camp California in the U.S.A. Now it 's become a reality .
",1 3,,R:OTHER,,
"As accommnodation at Camp California , I would prefer to stay in log cabins because I think it is safier than in a tent .
",0 1,,R:OTHER,,
"I think it would be a good idea to practise my photography , because I 'm not so good a photographer and I would like to learn swimming as I ca n't do it .
",11 12,,R:OTHER,,
"I think it would be a good idea to practise my photography , because I 'm not so good a photographer and I would like to learn swimming as I ca n't do it .
",27 28,,R:OTHER,,
"Some days ago my class had a big discussion about shopping .
",0 1,,R:OTHER,,
"It is very easy because there are a lot of things to buy , shops are plenty of every kinds of things .
",16 17,,R:OTHER,,
"They keep claiming that there 's no such thing as shopping .
",6 10,,R:OTHER,,
"What I particularly liked about this experience was meeting my favourite pop group and talk with them about their lifes as a pop group .
",21 21,,M:OTHER,,
"I also enjoyed being able to work as a team with both all the members of the club and the BSB .
",8 8,,M:OTHER,,
"It 's very good that you organised an International Arts Festival in our country , but in my opinion if this is an international festival , it would has more stars and artists from around the world , not from only six countries , like it was this year .
",45 47,,U:OTHER,,
"There were jazz , rock and classical concerts , but some concerts hall were too small for all people , who took a part at that festival .
",21 25,,R:OTHER,,
"Also a great idea was , that it was one reasonably - priced weekend ticket for all events .
",6 9,,R:OTHER,,
"I think , as a person , who in this festival took place in , that this is excellent , because we can spend a lot of time with art .
",8 14,,R:OTHER,,
"In my opinion next year it should take place much longer than two days .
",9 11,,R:OTHER,,
"I 'm not looking foward to
",3 5,,R:OTHER,,
"I 've been just receiving this letter for you , so I 'm writting you .
",2 5,,R:OTHER,,
"So now , I would like you write something about school rules in my country and also what I am allowed to do at home .
",6 8,,R:OTHER,,
"After a few months we go somewhere with all class , for example next to the lake , and there we are paintings the nature .
",13 15,,R:OTHER,,
"After a few months we go somewhere with all class , for example next to the lake , and there we are paintings the nature .
",21 23,,R:OTHER,,
